wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W2,2026-03-04,LB-00037,Christian Moms,Graduation,T-Shirt,Nurse Strong T-Shirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-05,LB-00057,Graduation Families,Fathers Day,T-Shirt,IYKYK T-Shirt | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-06,LB-00063,Book Lovers,Graduation,T-Shirt,Snapshot Memory T-Shirt | Graduation | Book Lovers,graduation gift|class of 2026|grad shirt|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-07,LB-00080,Therapists,Fathers Day,T-Shirt,Teacher Vibes T-Shirt | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-08,LB-00095,Fitness Moms,Fathers Day,T-Shirt,Proud to Teach T-Shirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-09,LB-00115,Gamers,Fathers Day,T-Shirt,Healing Hands T-Shirt | Fathers Day | Gamers,fathers day gift|gift for dad|dad shirt|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-10,LB-00116,Moms of 2+,Mothers Day,T-Shirt,Dog Mom Club T-Shirt | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-04,LB-00127,Gamers,Graduation,T-Shirt,My Favorite Human T-Shirt | Graduation | Gamers,graduation gift|class of 2026|grad shirt|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-05,LB-00142,Dental Hygienists,Mothers Day,T-Shirt,Healing Hands T-Shirt | Mothers Day | Dental Hygienists,mothers day gift|gift for mom|mama gift|dental hygienists|dental gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-06,LB-00145,Dog Moms,Graduation,T-Shirt,Read Sleep Repeat T-Shirt | Graduation | Dog Moms,graduation gift|class of 2026|grad shirt|dog moms|dog gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-07,LB-00166,Fitness Moms,Graduation,T-Shirt,Chaos Coordinator T-Shirt | Graduation | Fitness Moms,graduation gift|class of 2026|grad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-08,LB-00174,Dental Hygienists,Mothers Day,T-Shirt,Booktrovert T-Shirt | Mothers Day | Dental Hygienists,mothers day gift|gift for mom|mama gift|dental hygienists|dental gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-09,LB-00181,Plant Lovers,Graduation,T-Shirt,Classroom Hero T-Shirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-10,LB-00183,Real Estate Agents,Graduation,T-Shirt,Dad Mode T-Shirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-04,LB-00192,Boy Moms,Graduation,T-Shirt,Thank You for Everything T-Shirt | Graduation | Boy Moms,graduation gift|class of 2026|grad shirt|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-05,LB-00197,Real Estate Agents,Graduation,T-Shirt,Groovy Flowers T-Shirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-06,LB-00202,Cat Moms,Graduation,T-Shirt,Built for Service T-Shirt | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-07,LB-00213,Fitness Moms,Graduation,T-Shirt,Booktrovert T-Shirt | Graduation | Fitness Moms,graduation gift|class of 2026|grad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-08,LB-00228,Plant Lovers,Graduation,T-Shirt,Polaroid Frame Style T-Shirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-09,LB-00240,Therapists,Fathers Day,T-Shirt,Loved Beyond Words T-Shirt | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-10,LB-00247,Girl Moms,Fathers Day,T-Shirt,Thank You for Everything T-Shirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-04,LB-00252,Book Lovers,Fathers Day,T-Shirt,Loved Beyond Words T-Shirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-05,LB-00256,Grandmas/Nanas,Graduation,T-Shirt,Read Sleep Repeat T-Shirt | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-06,LB-00261,Grandmas/Nanas,Mothers Day,T-Shirt,Grade A Chaos T-Shirt | Mothers Day | Grandmas/Nanas,mothers day gift|gift for mom|mama gift|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-07,LB-00275,Girl Moms,Graduation,T-Shirt,Read Sleep Repeat T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-08,LB-00283,Nurses,Mothers Day,T-Shirt,Booktrovert T-Shirt | Mothers Day | Nurses,mothers day gift|gift for mom|mama gift|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-09,LB-00286,Fitness Moms,Fathers Day,T-Shirt,Chaos Coordinator T-Shirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-10,LB-00290,Real Estate Agents,Mothers Day,T-Shirt,Caregiver Heart T-Shirt | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-04,LB-00296,Plant Lovers,Graduation,T-Shirt,Est. Year Custom T-Shirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-05,LB-00300,Teachers,Mothers Day,T-Shirt,Caregiver Heart T-Shirt | Mothers Day | Teachers,mothers day gift|gift for mom|mama gift|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-06,LB-00322,Book Lovers,Fathers Day,T-Shirt,Personalized Family Name T-Shirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-07,LB-00328,Girl Moms,Graduation,T-Shirt,Built with Love T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-08,LB-00343,Girl Moms,Graduation,T-Shirt,Read Sleep Repeat T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W2,2026-03-09,LB-00351,New Dads,Graduation,T-Shirt,Photo Collage Layout T-Shirt | Graduation | New Dads,graduation gift|class of 2026|grad shirt|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
